,name,p_player,P_Comp,p_int,p_td,p_sack,p_yards,p_fum,p_rtd,p_rush,d_team,d_rushing,d_passing,d_rpoints,d_ppoints,d_int,d_cmp,d_turnover,d_fumble,sel_rusher,sel_rusher2,r_yards,r_fumble,r_points,r_yards2,r_fumble2,r_points2,k_player,k_points,k_fg,r1_player,r1_yds,r1_TD,r2_player,r2_yds,r2_TD,r3_player,r3_yds,r3_TD
0,Bears 85,Jim McMahon,56,0.8461538461538461,1.1538461538461537,2.0,184.0,0.3076923076923077,0.23076923076923078,19.384615384615383,Chicago Bears,82.4375,176,0.375,1.0,2.125,249.0,,1.25,Walter Payton,Matt Suhey,96.9375,0.375,0.5625,29.4375,0.125,0.0625,Kevin Butler,100.0,83.8,Walter Payton,30.1875,0.125,Emery Moorehead,32.06666666666667,0.06666666666666667,Willie Gault,44.0,0.0625
