,name,p_player,P_Comp,p_int,p_td,p_yards,p_rtd,p_rush,d_team,d_rushing,d_passing,d_rpoints,d_ppoints,d_int,d_cmp,d_turnover,d_fumble,sel_rusher,sel_rusher2,r_yards,r_fumble,r_points,r_yards2,r_fumble2,r_points2,k_player,k_points,k_fg,r1_player,r1_yds,r1_TD,r2_player,r2_yds,r2_TD,r3_player,r3_yds,r3_TD
0,Oilers 91,Warren Moon,61,1.3125,1.4375,293.125,0.125,4.25,Houston Oilers,96.25,200,0.5,1.0625,1.25,310,,1.125,Allen Pinkett,Lorenzo White,45,0.125,0.5625,35.76923077,0.230769231,0.307692308,Al Del Greco,100,76.9,Haywood Jeffires,73.8125,0.4375,Drew Hill,69.3125,0.25,Ernest Givins,62.25,0.3125
