,name,p_player,P_Comp,p_int,p_td,p_yards,p_rtd,p_rush,d_team,d_rushing,d_passing,d_rpoints,d_ppoints,d_int,d_cmp,d_turnover,d_fumble,sel_rusher,sel_rusher2,r_yards,r_fumble,r_points,r_yards2,r_fumble2,r_points2,k_player,k_points,k_fg,r1_player,r1_yds,r1_TD,r2_player,r2_yds,r2_TD,r3_player,r3_yds,r3_TD
0,IOP,Eli Manning,60,0.625,1.3125,202.375,0.0625,0.625,New York Giants,95.8125,196,0.875,1.0625,1.0625,296.0,0.75625,0.3125,Brandon Jacobs,Derrick Ward,83.76923076923077,0.23076923076923078,1.1538461538461537,64.0625,0.125,0.125,John Carney,100.0,92.1,Steve Smith,35.875,0.0625,Amani Toomer,36.25,0.25,Domenik Hixon,37.25,0.125
